# shows visitCount of each tile
# [x y visitCount]
0 0 0
0 1 2
0 2 3
0 3 2
0 4 2
0 5 1
0 6 1
0 7 0
0 8 1
0 9 0
0 10 0
0 11 0
0 12 1
0 13 2
0 14 3
0 15 1
0 16 1
0 17 4
0 18 3
0 19 1
0 20 3
0 21 0
0 22 0
0 23 1
0 24 1
0 25 2
0 26 0
0 27 2
0 28 3
0 29 0
1 0 2
1 1 3
1 2 4
1 3 5
1 4 6
1 5 7
1 6 4
1 7 3
1 8 3
1 9 0
1 10 0
1 11 1
1 12 3
1 13 5
1 14 10
1 15 6
1 16 4
1 17 6
1 18 7
1 19 5
1 20 5
1 21 3
1 22 4
1 23 4
1 24 3
1 25 6
1 26 6
1 27 9
1 28 7
1 29 0
2 0 1
2 1 3
2 2 2
2 3 2
2 4 0
2 5 1
2 6 2
2 7 0
2 8 1
2 9 1
2 10 0
2 11 1
2 12 2
2 13 2
2 14 3
2 15 3
2 16 2
2 17 1
2 18 2
2 19 4
2 20 3
2 21 3
2 22 2
2 23 3
2 24 3
2 25 3
2 26 2
2 27 2
2 28 2
2 29 0
3 0 4
3 1 6
3 2 3
3 3 2
3 4 2
3 5 1
3 6 3
3 7 1
3 8 0
3 9 1
3 10 1
3 11 1
3 12 3
3 13 3
3 14 4
3 15 3
3 16 1
3 17 1
3 18 1
3 19 2
3 20 3
3 21 5
3 22 0
3 23 2
3 24 3
3 25 3
3 26 2
3 27 2
3 28 1
3 29 1
4 0 3
4 1 7
4 2 4
4 3 3
4 4 5
4 5 3
4 6 2
4 7 2
4 8 0
4 9 1
4 10 1
4 11 1
4 12 2
4 13 3
4 14 1
4 15 2
4 16 1
4 17 2
4 18 2
4 19 1
4 20 1
4 21 4
4 22 0
4 23 2
4 24 2
4 25 4
4 26 3
4 27 2
4 28 1
4 29 1
5 0 5
5 1 8
5 2 3
5 3 2
5 4 5
5 5 4
5 6 1
5 7 2
5 8 0
5 9 1
5 10 0
5 11 0
5 12 0
5 13 3
5 14 3
5 15 4
5 16 4
5 17 2
5 18 2
5 19 2
5 20 2
5 21 1
5 22 0
5 23 2
5 24 2
5 25 3
5 26 3
5 27 1
5 28 1
5 29 0
6 0 9
6 1 12
6 2 3
6 3 3
6 4 5
6 5 3
6 6 2
6 7 2
6 8 0
6 9 1
6 10 1
6 11 1
6 12 1
6 13 2
6 14 2
6 15 0
6 16 3
6 17 3
6 18 4
6 19 6
6 20 8
6 21 3
6 22 0
6 23 1
6 24 4
6 25 5
6 26 5
6 27 3
6 28 3
6 29 1
7 0 7
7 1 11
7 2 4
7 3 1
7 4 0
7 5 0
7 6 0
7 7 0
7 8 0
7 9 0
7 10 0
7 11 0
7 12 0
7 13 1
7 14 1
7 15 0
7 16 4
7 17 2
7 18 0
7 19 0
7 20 0
7 21 0
7 22 0
7 23 0
7 24 0
7 25 0
7 26 0
7 27 3
7 28 7
7 29 2
8 0 7
8 1 8
8 2 6
8 3 7
8 4 6
8 5 7
8 6 4
8 7 2
8 8 0
8 9 2
8 10 1
8 11 0
8 12 1
8 13 1
8 14 1
8 15 1
8 16 5
8 17 4
8 18 3
8 19 3
8 20 2
8 21 1
8 22 0
8 23 6
8 24 6
8 25 3
8 26 2
8 27 1
8 28 6
8 29 1
9 0 7
9 1 7
9 2 1
9 3 6
9 4 3
9 5 6
9 6 3
9 7 0
9 8 0
9 9 5
9 10 5
9 11 2
9 12 1
9 13 1
9 14 0
9 15 2
9 16 4
9 17 2
9 18 4
9 19 3
9 20 3
9 21 3
9 22 0
9 23 4
9 24 4
9 25 1
9 26 4
9 27 2
9 28 5
9 29 1
10 0 3
10 1 7
10 2 1
10 3 6
10 4 3
10 5 0
10 6 2
10 7 0
10 8 0
10 9 4
10 10 2
10 11 1
10 12 0
10 13 2
10 14 1
10 15 1
10 16 2
10 17 2
10 18 3
10 19 1
10 20 0
10 21 2
10 22 0
10 23 3
10 24 5
10 25 1
10 26 8
10 27 4
10 28 2
10 29 0
11 0 4
11 1 7
11 2 3
11 3 3
11 4 4
11 5 2
11 6 3
11 7 1
11 8 0
11 9 4
11 10 3
11 11 2
11 12 1
11 13 3
11 14 2
11 15 3
11 16 4
11 17 3
11 18 2
11 19 2
11 20 1
11 21 2
11 22 0
11 23 1
11 24 4
11 25 4
11 26 7
11 27 2
11 28 2
11 29 0
12 0 4
12 1 4
12 2 2
12 3 2
12 4 1
12 5 2
12 6 0
12 7 2
12 8 1
12 9 1
12 10 4
12 11 4
12 12 2
12 13 4
12 14 2
12 15 4
12 16 5
12 17 0
12 18 0
12 19 2
12 20 4
12 21 4
12 22 4
12 23 3
12 24 4
12 25 2
12 26 2
12 27 1
12 28 2
12 29 0
13 0 3
13 1 7
13 2 7
13 3 6
13 4 2
13 5 2
13 6 0
13 7 3
13 8 2
13 9 2
13 10 6
13 11 3
13 12 3
13 13 3
13 14 2
13 15 1
13 16 5
13 17 3
13 18 3
13 19 3
13 20 4
13 21 1
13 22 2
13 23 0
13 24 2
13 25 3
13 26 1
13 27 0
13 28 2
13 29 1
14 0 4
14 1 11
14 2 5
14 3 5
14 4 1
14 5 3
14 6 1
14 7 3
14 8 3
14 9 5
14 10 4
14 11 4
14 12 4
14 13 2
14 14 2
14 15 6
14 16 9
14 17 5
14 18 1
14 19 5
14 20 4
14 21 1
14 22 2
14 23 1
14 24 3
14 25 3
14 26 1
14 27 0
14 28 3
14 29 2
15 0 6
15 1 10
15 2 3
15 3 3
15 4 1
15 5 2
15 6 1
15 7 2
15 8 1
15 9 4
15 10 2
15 11 2
15 12 1
15 13 3
15 14 5
15 15 5
15 16 4
15 17 4
15 18 1
15 19 6
15 20 3
15 21 2
15 22 1
15 23 2
15 24 2
15 25 1
15 26 2
15 27 1
15 28 2
15 29 0
16 0 3
16 1 6
16 2 1
16 3 1
16 4 0
16 5 1
16 6 1
16 7 3
16 8 1
16 9 2
16 10 4
16 11 4
16 12 6
16 13 6
16 14 4
16 15 3
16 16 3
16 17 3
16 18 1
16 19 6
16 20 4
16 21 4
16 22 3
16 23 4
16 24 1
16 25 0
16 26 2
16 27 3
16 28 4
16 29 1
17 0 3
17 1 4
17 2 2
17 3 2
17 4 0
17 5 3
17 6 2
17 7 2
17 8 0
17 9 0
17 10 4
17 11 4
17 12 2
17 13 5
17 14 1
17 15 1
17 16 3
17 17 3
17 18 0
17 19 5
17 20 4
17 21 5
17 22 0
17 23 4
17 24 2
17 25 1
17 26 1
17 27 1
17 28 2
17 29 0
18 0 4
18 1 4
18 2 3
18 3 2
18 4 2
18 5 3
18 6 4
18 7 4
18 8 0
18 9 3
18 10 3
18 11 4
18 12 1
18 13 5
18 14 4
18 15 4
18 16 5
18 17 3
18 18 3
18 19 6
18 20 7
18 21 9
18 22 0
18 23 2
18 24 1
18 25 2
18 26 1
18 27 0
18 28 2
18 29 1
19 0 1
19 1 2
19 2 2
19 3 2
19 4 4
19 5 4
19 6 8
19 7 7
19 8 0
19 9 3
19 10 4
19 11 5
19 12 3
19 13 4
19 14 3
19 15 3
19 16 7
19 17 4
19 18 4
19 19 5
19 20 5
19 21 7
19 22 0
19 23 2
19 24 1
19 25 1
19 26 2
19 27 1
19 28 4
19 29 2
20 0 1
20 1 2
20 2 0
20 3 1
20 4 1
20 5 3
20 6 11
20 7 8
20 8 0
20 9 1
20 10 3
20 11 5
20 12 5
20 13 3
20 14 3
20 15 3
20 16 4
20 17 5
20 18 11
20 19 16
20 20 9
20 21 4
20 22 0
20 23 2
20 24 1
20 25 0
20 26 1
20 27 2
20 28 7
20 29 1
21 0 0
21 1 1
21 2 2
21 3 0
21 4 1
21 5 1
21 6 4
21 7 3
21 8 0
21 9 0
21 10 0
21 11 1
21 12 2
21 13 6
21 14 3
21 15 2
21 16 4
21 17 3
21 18 0
21 19 0
21 20 0
21 21 0
21 22 0
21 23 0
21 24 0
21 25 0
21 26 1
21 27 3
21 28 7
21 29 1
22 0 0
22 1 0
22 2 2
22 3 2
22 4 3
22 5 4
22 6 4
22 7 1
22 8 0
22 9 3
22 10 3
22 11 4
22 12 6
22 13 4
22 14 2
22 15 2
22 16 2
22 17 1
22 18 0
22 19 0
22 20 0
22 21 1
22 22 0
22 23 1
22 24 2
22 25 4
22 26 3
22 27 2
22 28 3
22 29 1
23 0 0
23 1 0
23 2 1
23 3 2
23 4 2
23 5 1
23 6 4
23 7 2
23 8 0
23 9 3
23 10 2
23 11 4
23 12 6
23 13 4
23 14 4
23 15 3
23 16 0
23 17 1
23 18 0
23 19 0
23 20 2
23 21 4
23 22 0
23 23 3
23 24 3
23 25 3
23 26 5
23 27 5
23 28 1
23 29 0
24 0 0
24 1 0
24 2 0
24 3 1
24 4 2
24 5 1
24 6 1
24 7 3
24 8 0
24 9 3
24 10 2
24 11 5
24 12 3
24 13 4
24 14 2
24 15 2
24 16 2
24 17 1
24 18 1
24 19 2
24 20 2
24 21 3
24 22 0
24 23 2
