# shows meanTimeBetweenVisits of each tile
# [x y meanTimeBetweenVisits(usec)]
0 0 9223372036854775808
0 1 859500000
0 2 23500000
0 3 733700000
0 4 47745283
0 5 144447058
0 6 129180000
0 7 105969565
0 8 163000000
0 9 46847619
0 10 69017500
0 11 195337500
0 12 105986666
0 13 265000000
0 14 9223372036854775808
0 15 506600000
0 16 536325000
0 17 997200000
0 18 9223372036854775808
0 19 99961904
0 20 192152380
0 21 4034500000
0 22 597357142
0 23 82280000
0 24 9223372036854775808
0 25 2052600000
0 26 1868950000
0 27 72342424
0 28 71473972
0 29 9223372036854775808
1 0 213033333
1 1 113170588
1 2 213111111
1 3 191840000
1 4 27579166
1 5 36891666
1 6 57865217
1 7 50507692
1 8 79766666
1 9 53155769
1 10 49508928
1 11 120747826
1 12 233811111
1 13 351183333
1 14 420780000
1 15 467588888
1 16 526775000
1 17 603428571
1 18 603285714
1 19 162430769
1 20 172969565
1 21 525800000
1 22 280480000
1 23 285046666
1 24 601000000
1 25 821860000
1 26 713333333
1 27 60758139
1 28 61370588
1 29 815550000
2 0 374740000
2 1 174954545
2 2 480975000
2 3 435766666
2 4 129533333
2 5 662750000
2 6 527580000
2 7 309025000
2 8 528760000
2 9 887966666
2 10 402500000
2 11 458966666
2 12 550360000
2 13 858525000
2 14 686640000
2 15 264169230
2 16 273550000
2 17 543683333
2 18 868375000
2 19 867925000
2 20 836100000
2 21 1045175000
2 22 9223372036854775808
2 23 855200000
2 24 834840000
2 25 835820000
2 26 1293433333
2 27 1081425000
2 28 397409090
2 29 814200000
3 0 372860000
3 1 260214285
3 2 868000000
3 3 374014285
3 4 523400000
3 5 530040000
3 6 713950000
3 7 364885714
3 8 9223372036854775808
3 9 274110000
3 10 1498300000
3 11 9223372036854775808
3 12 6800000
3 13 600814285
3 14 1051925000
3 15 546766666
3 16 167300000
3 17 429900000
3 18 9223372036854775808
3 19 867625000
3 20 572100000
3 21 1231900000
3 22 9223372036854775808
3 23 2132100000
3 24 1055975000
3 25 6200000
3 26 1414800000
3 27 1078775000
3 28 485666666
3 29 2750600000
4 0 497950000
4 1 306392307
4 2 374057142
4 3 462066666
4 4 437633333
4 5 268680000
4 6 205400000
4 7 182092857
4 8 9223372036854775808
4 9 119682608
4 10 421075000
4 11 693800000
4 12 402642857
4 13 216825000
4 14 1403433333
4 15 1288700000
4 16 644300000
4 17 369885714
4 18 869350000
4 19 313250000
4 20 687380000
4 21 892200000
4 22 9223372036854775808
4 23 2083500000
4 24 695183333
4 25 706216666
4 26 1082475000
4 27 866060000
4 28 1078650000
4 29 2857600000
5 0 443577777
